term,zh_cn
QuestLoc_SetEmUpPestilence_QuestLongDescription,休战已被遗忘，战争现在嗜血，准备翻遍废土寻找瘟疫！耗时越长，就会有越多无辜的定居者死去，所以我们打扮成战争崇拜者，说服瘟疫信徒把瘟疫带到战争面前。避难所226，废弃在山中，将成为他们末日对决的绝佳竞技场！
QuestLoc_SetEmUpPestilence_QuestName,设局：瘟疫
QuestLoc_SetEmUpPestilence_QuestObjective_1,让害虫们将瘟疫引到避难所226。
QuestLoc_SetEmUpPestilence_QuestObjective_2,与每周展览记者交谈。
QuestLoc_SetEmUpPestilence_QuestShortDescription,将瘟疫诱骗至废弃的避难所226。
QuestLoc_SetEmUpPestilence_RaiderLine_1,愿受辐射者得福！
QuestLoc_SetEmUpPestilence_RaiderLine_2,价值被高估了！
QuestLoc_SetEmUpPestilence_RaiderLine_3,等我们杀了你，瘟疫会发出...骄傲的光芒！
QuestLoc_SetEmUpPestilence_RaiderLine_4,我同意对我们组织名称的批评！
QuestLoc_SeventhInningStretch_Conversation_1_NPCStart_1,没有，没啥，没什么。
QuestLoc_SeventhInningStretch_QuestLongDescription,教练真的有那件运动衫吗？有线索表明他可能在那栋旧办公大楼里，值得去调查一下。
QuestLoc_SeventhInningStretch_QuestName,第七局
QuestLoc_SeventhInningStretch_QuestObjective_1,寻找拉基·乔宾逊的棒球运动衫。
QuestLoc_SeventhInningStretch_QuestShortDescription,在办公大楼寻找教练。
QuestLoc_ShamrocktheCasbah_Conversation_1_NPCStart_1,好吧，这真令人失望。
QuestLoc_ShamrocktheCasbah_Conversation_1_NPCStart_2,三叶草枝应该只有三片叶子...
QuestLoc_ShamrocktheCasbah_Conversation_1_NPCStart_3,……但这里的样本都有四片叶子。肯定是一种不同的植物。
QuestLoc_ShamrocktheCasbah_Conversation_1_NPCStart_4,真倒霉。走吧，我们回家。
QuestLoc_ShamrocktheCasbah_QuestLongDescription,我们收到消息，避难所317里存有大灾变前的三叶草样本。这种坚韧且营养丰富的杂草被认为已经灭绝，可能成为我们的重要主食。我们需要带回这些样本——如果还有剩余的话！
QuestLoc_ShamrocktheCasbah_QuestName,敲响卡萨巴
QuestLoc_ShamrocktheCasbah_QuestObjective_1,探索避难所317
QuestLoc_ShamrocktheCasbah_QuestShortDescription,从一座废弃避难所中取回三叶草样本。
QuestLoc_ShamrocktheCasbah_RaiderLine_1,早安给你！
QuestLoc_ShamrocktheCasbah_RaiderLine_2,我现在真想来点绿色啤酒……
QuestLoc_ShamrocktheCasbah_RaiderLine_3,爱尔兰万岁！
QuestLoc_ShotgunWedding_Conversation_1_NPCStart_1,把我弄出去！
QuestLoc_ShotgunWedding_QuestLongDescription,一个坠入还和的掠夺者头目决定结婚了，但是新娘根本就没有像和他结婚。请从野兽手中救出那位美人。
QuestLoc_ShotgunWedding_QuestName,婚姻风云
QuestLoc_ShotgunWedding_QuestObjective_1,拯救被绑架的避难所居民。
QuestLoc_ShotgunWedding_QuestObjective_2,打败掠夺者Boss。
QuestLoc_ShotgunWedding_QuestShortDescription,从掠夺者Boss手中救出被绑架的居民。
QuestLoc_ShotgunWedding_RaiderLine_1,你别想妨碍我结婚！
QuestLoc_SignalFailure_Conversation_1_NPCStart_1,快看看那个，上帝啊，貌似是战前的东西。
QuestLoc_SignalFailure_Conversation_1_NPCStart_2,“我们今天已经收到了巧手先生，如果我们要及时赶上修理工期的话，我们就得用上这个。”
QuestLoc_SignalFailure_Conversation_2_NPCStart_1,啊哈，又一张便条。
QuestLoc_SignalFailure_Conversation_2_NPCStart_2,“修理比我想象的要麻烦，我要叫上楼下的所有人，希望我们能一切顺利。”
QuestLoc_SignalFailure_Conversation_2_NPCStart_3,哦，上帝啊……
QuestLoc_SignalFailure_Conversation_3_NPCStart_1,这应该就是那个信号了，而且这里还有另一张便条。
QuestLoc_SignalFailure_Conversation_3_NPCStart_2,“那扇门，关不上了。我开启了求救信号，也许会有人来帮我们。不然的话……我们被那些怪物干掉就只是时间的问题了。”
QuestLoc_SignalFailure_Conversation_3_NPCStart_3,那些尸鬼……是避难所的居民……我都做了什么啊？
QuestLoc_SignalFailure_Conversation_3_NPCStart_4,嘿，那是一台巧手先生吗？太好了！
QuestLoc_SignalFailure_QuestLongDescription,你从废弃的233号避难所发现了求救信号，去不去那里调查完全取决于你。
QuestLoc_SignalFailure_QuestName,求救信号
QuestLoc_SignalFailure_QuestObjective_1,找到位于233号避难所的求救信号源。
QuestLoc_SignalFailure_QuestShortDescription,追踪位于233号避难所的求救信号！
QuestLoc_SignalFailure_RaiderLine_1,嘿！是我们先到这里的，这个避难所是我们的！
QuestLoc_SlashandBurn_Conversation_1_NPCEnd_1,不，求你去救救我的小队吧，他们被困在390号避难所了。
QuestLoc_SlashandBurn_Conversation_1_NPCStart_1,你太迟了，我本来是马克森的手下……但是因为辐射的关系，我变成了这样。
QuestLoc_SlashandBurn_Conversation_1_Team_1,听到这个很抱歉，能帮上忙吗？
QuestLoc_SlashandBurn_QuestLongDescription,有一个马克森蛮子告诉我他的小队要去扫荡一个核子可乐工厂，那应该就是我下一个目标了。
QuestLoc_SlashandBurn_QuestName,烧杀抢掠
QuestLoc_SlashandBurn_QuestObjective_1,杀死发光者。
QuestLoc_SlashandBurn_QuestObjective_2,探索核子可乐工厂。
QuestLoc_SlashandBurn_QuestShortDescription,在核子可乐工厂寻找马克森的蛮子。
QuestLoc_SlidingintoHome_Conversation_1_NPCStart_1,这里只有甜麦炮弹，却没有运动衫的影子。
QuestLoc_SlidingintoHome_QuestLongDescription,也许教练肚子饿了，然后去了粮食加工工厂。拉基·乔宾逊的运动衫，我们来了！
QuestLoc_SlidingintoHome_QuestName,回家
QuestLoc_SlidingintoHome_QuestObjective_1,寻找拉基·乔宾逊的棒球运动衫。
QuestLoc_SlidingintoHome_QuestShortDescription,找到拉基·乔宾森的棒球衫。
QuestLoc_SnakeWater_Conversation_1_NPCEnd_1,明智的选择！拿上你的奖励，我忠诚的臣民们！
QuestLoc_SnakeWater_Conversation_1_NPCEnd_2,好吧！既然不是生命之水，那就尝尝死亡之血！接招吧！
QuestLoc_SnakeWater_Conversation_1_NPCStart_1,你们找到了我，强大的流水大巫师！喝水的执事！口渴的泰坦！
QuestLoc_SnakeWater_Conversation_1_NPCStart_2,你以为能在武器战斗中赢我？休想！我纯净清凉的水会保护我！
QuestLoc_SnakeWater_Conversation_1_NPCStart_3,但也不必走到那一步……免遭我的怒火，我们可以平分利润！
QuestLoc_SnakeWater_Conversation_1_NPCStart_4,你们怎么说，贱民们？
QuestLoc_SnakeWater_Conversation_1_Team_1,冷静点，巫师。我们不想打。我们只想要我们那份。
QuestLoc_SnakeWater_Conversation_1_Team_2,你坑了太多人。你完蛋了，“巫师”！
QuestLoc_SnakeWater_QuestLongDescription,我们终于找到了流水巫师。是时候面对他，阻止他再卖他那吹上天的自来水了。也许我们还能顺便赚点外快……
QuestLoc_SnakeWater_QuestName,蛇水
QuestLoc_SnakeWater_QuestObjective_1,关闭水巫师的行动。
QuestLoc_SnakeWater_QuestShortDescription,关闭水巫师的行动。
QuestLoc_Snipping_QuestName,剪优惠券
QuestLoc_Snipping_QuestLongDescription,马君要求你前往附近的超级杜伯超市获取补给。睁大眼睛。你永远不知道会在那里遇到谁或什么。
QuestLoc_Snipping_QuestShortDescription,搜索超级杜伯超市。
QuestLoc_Snipping_QuestObjective,搜索超级杜伯超市。
QuestLoc_Snipping_Conversation01_NPC01,哦！幸会！多么机缘巧合。
QuestLoc_Snipping_Conversation01_NPC02,我以为我会永远孤独！
QuestLoc_Snipping_01_Answer01_PC01,呃，你是什么？
QuestLoc_Snipping_01_Answer01_NPC01,我是剪剪先生！我发现了一些玉米！请允许我跟随你，它全是你的！
QuestLoc_SomewhereintheBallpark_Conversation_1_NPCStart_1,没有运动衫，只有无穷无尽的冒险，对吗？
QuestLoc_SomewhereintheBallpark_QuestLongDescription,我们要出发前往第十个寻找拉基·乔宾逊的运动衫的位置了，也许这一次会有好运……不是吗？
QuestLoc_SomewhereintheBallpark_QuestName,摸索
QuestLoc_SomewhereintheBallpark_QuestObjective_1,寻找拉基·乔宾逊的棒球运动衫。
QuestLoc_SomewhereintheBallpark_QuestShortDescription,找到 Rackie Jobinson 的棒球衫。
QuestLoc_SOS_Conversation_1_NPCEnd_1,你是一个真正的英雄，我虽然没有瓶盖，但是这些也许能帮上你的忙。
QuestLoc_SOS_Conversation_1_NPCEnd_2,我不相信！不可能有人能拿大斯派做热狗，我没有瓶盖，不过也许这些会对你有所帮助。
QuestLoc_SOS_Conversation_1_NPCStart_1,谢天谢地！我还以为我的屁股完蛋了。
QuestLoc_SOS_Conversation_1_NPCStart_2,一些掠夺者在仓库带走了我的狗，大斯派。
QuestLoc_SOS_Conversation_1_NPCStart_3,我想他们肯定是要把他吃掉！
QuestLoc_SOS_Conversation_1_NPCStart_4,你得去救他，保证他的安全！
QuestLoc_SOS_Conversation_1_Team_1,诱拐犬类可是犯罪行为，我会把他找回来的！
QuestLoc_SOS_Conversation_1_Team_2,如果有什么东西呗烤了的话，那肯定就是你的狗了。
QuestLoc_SOS_QuestLongDescription,你从一栋废弃的大楼里收到了求救信号，请派遣救援小队找到信号源。
QuestLoc_SOS_QuestName,SOS！
QuestLoc_SOS_QuestObjective_1,寻找源头。
QuestLoc_SOS_QuestShortDescription,寻找求救信号的源头。
QuestLoc_SpearFishing_Conversation_1_NPCEnd_1,真是难到我了，我们已经派出了我们最好的追踪者，影狼，去追踪信号的源头。他一直往北去了，大约一个小时之前。
QuestLoc_SpearFishing_Conversation_1_NPCStart_1,你来这里是为了那些训练过的鼹鼠？那是我见过最疯狂的东西。
QuestLoc_SpearFishing_Conversation_1_NPCStart_2,我们在土豆上面设置了陷阱，只要有轻微的震动，尖利的长矛就会直插地下。
QuestLoc_SpearFishing_Conversation_1_NPCStart_3,带几袋土豆，给我们抓一些鼹鼠来，要肥一些的那种，它们肯定会从地底钻过来偷这些东西的！
QuestLoc_SpearFishing_Conversation_1_Team_1,你是怎么训练鼹鼠的？
QuestLoc_SpearFishing_QuestLongDescription,那似乎并不是瘟疫 - 有人看到了那些土豆是怎么失踪的！我们得和他们取得联系。
QuestLoc_SpearFishing_QuestName,长矛狩猎
QuestLoc_SpearFishing_QuestObjective_1,见见第一批庄稼失窃的农夫。
QuestLoc_SpearFishing_QuestShortDescription,见见第一批土豆失窃的农夫。
QuestLoc_SpelunKingTraining_QuestName,探险大王训练
QuestLoc_SpelunKingTraining_QuestObjective_1,探索洞穴。
QuestLoc_SpelunKingTraining_QuestObjective_2,见见其它参加探险大王比赛的竞争对手。
QuestLoc_SpelunKingTrainingA_Conversation_1_NPCEnd_1,哦，当然。等这比赛结束了，你就能更好地认识自己了！
QuestLoc_SpelunKingTrainingA_Conversation_1_NPCEnd_2,想法简单的人总是想用暴力去解决这些……
QuestLoc_SpelunKingTrainingA_Conversation_1_NPCStart_1,看啊，那些固步自封的傻子！
QuestLoc_SpelunKingTrainingA_Conversation_1_NPCStart_2,你知道钟乳石和石笋的区别吗？
QuestLoc_SpelunKingTrainingA_Conversation_1_NPCStart_3,我们肯定会成为探险大王的，所以你是不是应该作出点让步，或者说“放弃”。
QuestLoc_SpelunKingTrainingA_Conversation_1_Team_1,洞穴里湿哒哒的，而且还有尖尖的石头，我们知道该怎么赢。
QuestLoc_SpelunKingTrainingA_Conversation_1_Team_2,俘获-*这个*，书呆子！意思是，“动手吧”。
QuestLoc_SpelunKingTrainingA_Conversation_2_NPCStart_1,这些洞穴应该没可能了！
QuestLoc_SpelunKingTrainingA_Conversation_2_NPCStart_2,监督者肯定要派我们去参加探险大王的比赛了。
QuestLoc_SpelunKingTrainingA_QuestLongDescription,年度探险大王比赛即将到来了，但是该派哪些居民去呢？我们还是派出最幸运最机敏的居民去吧，看看他们会怎么做！
QuestLoc_SpelunKingTrainingA_QuestShortDescription,强壮并且机智的居民们可以吗？
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCEnd_1,好吧，有人忘了那些鬼鬼祟祟的孩子了吗？
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCEnd_2,保护团队！
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCStart_1,我们认为你们是一群双头牛，一群慢悠悠闹哄哄的双头牛。
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCStart_2,又安静又快速，我们肯定轻轻松松的就能拿到探险大王比赛的优胜。
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCStart_3,消失吧，狡猾的家伙！
QuestLoc_SpelunKingTrainingB_Conversation_1_Team_1,我们还是能看到你……
QuestLoc_SpelunKingTrainingB_Conversation_1_Team_2,我们只是来抓住你这个像忍者一样的家伙的。
QuestLoc_SpelunKingTrainingB_Conversation_2_NPCStart_1,而*那*就是你探险的方式。
QuestLoc_SpelunKingTrainingB_Conversation_2_NPCStart_2,监督者肯定要派我们去比赛了！
QuestLoc_SpelunKingTrainingB_QuestLongDescription,年度探险大王比赛即将到来了，但是该派哪些居民去呢？我们还是派出最迷人最机智的居民去吧，看看他们会怎么做！
QuestLoc_SpelunKingTrainingB_QuestShortDescription,迷人且机智的居民可以吗？
QuestLoc_SpelunKingTrainingC_Conversation_1_NPCEnd_1,所以我们从现在开始就要被监视了？有趣……
QuestLoc_SpelunKingTrainingC_Conversation_1_NPCEnd_2,决一死战吗？真是好猜。
QuestLoc_SpelunKingTrainingC_Conversation_1_NPCStart_1,居民无法击败一队前任监督者。
QuestLoc_SpelunKingTrainingC_Conversation_1_NPCStart_2,我们看得到你们心里的想法，可以看得到你们的每一步举动，我们完完全全地掌控着你们！
QuestLoc_SpelunKingTrainingC_Conversation_1_NPCStart_3,回到自己的岗位上，然后把冠军拿回来！
QuestLoc_SpelunKingTrainingC_Conversation_1_Team_1,不错的努力，但是监督者早就操控了我们的每一步举动。
QuestLoc_SpelunKingTrainingC_Conversation_1_Team_2,我们监督者派我们来杀你。
QuestLoc_SpelunKingTrainingC_Conversation_2_NPCStart_1,洞穴探险简直小菜一碟！
QuestLoc_SpelunKingTrainingC_Conversation_2_NPCStart_2,监督者肯定要派我们去参加探险大王的比赛了。
QuestLoc_SpelunKingTrainingC_QuestLongDescription,年度探险大王比赛即将到来了，但是该派哪些居民去呢？我们还是派出最顽强最幸运的居民去吧，看看他们会怎么做！
QuestLoc_SpelunKingTrainingC_QuestShortDescription,顽强且幸运的居民可以吗？
QuestLoc_SpelunKingTrainingD_Conversation_1_NPCEnd_1,你们理应获得胜利，而我们会一直注视着你们的。
QuestLoc_SpelunKingTrainingD_Conversation_1_NPCEnd_2,你确定我们用语言来沟通吗？
QuestLoc_SpelunKingTrainingD_Conversation_1_NPCStart_1,探险比赛里需要的是老练和魅力。
QuestLoc_SpelunKingTrainingD_Conversation_1_NPCStart_2,而你，这两者貌似都具备。
QuestLoc_SpelunKingTrainingD_Conversation_1_NPCStart_3,我们没希望了，你们肯定是下一届探险大王了。
QuestLoc_SpelunKingTrainingD_Conversation_1_Team_1,谢谢！这样的运动精神已经很少见了。
QuestLoc_SpelunKingTrainingD_Conversation_1_Team_2,我看到了你的所作所为，你该闭嘴了。
QuestLoc_SpelunKingTrainingD_Conversation_2_NPCStart_1,那就是冠军要做的！
QuestLoc_SpelunKingTrainingD_Conversation_2_NPCStart_2,监督者肯定要派我们去参加探险大王的比赛了。
QuestLoc_SpelunKingTrainingD_QuestLongDescription,年度探险大王比赛即将到来了，但是该派哪些居民去呢？我们还是派出最顽强最聪明的居民去吧，看看他们会怎么做！
QuestLoc_SpelunKingTrainingD_QuestShortDescription,顽强且聪明的居民可以吗？
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCEnd_1,哈！我觉得你应该再看看我们那强健的肌肉。
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCEnd_2,哈！你看过我们的剑吗？
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCStart_1,弱鸡！你有看过我们的肌肉吗？
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCStart_2,瞧瞧这些胸肌、三角肌还有臀大肌！羡慕吗？你是赢不过的。
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCStart_3,探险大王的优胜肯定是我们的了，因为力量才是一切。
QuestLoc_SpelunKingTrainingE_Conversation_1_Team_1,要赢肯定得花不少力气！
QuestLoc_SpelunKingTrainingE_Conversation_1_Team_2,肌肉可不是赢得比赛的关键。
QuestLoc_SpelunKingTrainingE_Conversation_2_NPCStart_1,我们来了，我们也见到了，同样，也探索了。
